time,y_reported,y_clean,alpha_hat,u_out
               36300,    4900027,    4900027,          0,    1572864
               36310,    4901117,    4901117,          0,    1572864
               36320,    4902207,    4902207,          0,    1572864
               36330,    4903296,    4903296,          0,    1572864
               36340,    4904385,    4904385,          0,    1572864
               36350,    4905474,    4905474,          0,    1572864
               36360,    4906563,    4906563,          0,    1572864
               36370,    4907652,    4907652,          0,    1572864
               36380,    4908741,    4908741,          0,    1572864
               36390,    4909830,    4909830,          0,    1572864
               36400,    4910918,    4910918,          0,    1572864
               36410,    4912006,    4912006,          0,    1572864
               36420,    4913094,    4913094,          0,    1572864
               36430,    4914182,    4914182,          0,    1572864
               36440,    4915270,    4915270,          0,    1572864
               36450,    4916358,    4916358,          0,    1572864
               36460,    4917446,    4917446,          0,    1572864
               36470,    4918533,    4918533,          0,    1572864
               36480,    4919620,    4919620,          0,    1572864
               36490,    4920707,    4920707,          0,    1572864
               36500,    4921794,    4921794,          0,    1572864
               36510,    4922881,    4922881,          0,    1572864
               36520,    4923968,    4923968,          0,    1572864
               36530,    4925055,    4925055,          0,    1572864
               36540,    4926141,    4926141,          0,    1572864
               36550,    4927227,    4927227,          0,    1572864
               36560,    4928313,    4928313,          0,    1572864
               36570,    4929399,    4929399,          0,    1572864
               36580,    4930485,    4930485,          0,    1572864
               36590,    4931571,    4931571,          0,    1572864
               36600,    4932657,    4932657,          0,    1572864
               36610,    4933742,    4933742,          0,    1572864
               36620,    4934827,    4934827,          0,    1572864
               36630,    4935912,    4935912,          0,    1572864
               36640,    4936997,    4936997,          0,    1572864
               36650,    4938082,    4938082,          0,    1572864
               36660,    4939167,    4939167,          0,    1572864
               36670,    4940251,    4940251,          0,    1572864
               36680,    4941335,    4941335,          0,    1572864
               36690,    4942419,    4942419,          0,    1572864
               36700,    4943503,    4943503,          0,    1572864
               36710,    4944587,    4944587,          0,    1572864
               36720,    4945671,    4945671,          0,    1572864
               36730,    4946755,    4946755,          0,    1572864
               36740,    4947838,    4947838,          0,    1572864
               36750,    4948921,    4948921,          0,    1572864
               36760,    4950004,    4950004,          0,    1572864
               36770,    4951087,    4951087,          0,    1572864
               36780,    4952170,    4952170,          0,    1572864
               36790,    4953253,    4953253,          0,    1572864
               36800,    4954336,    4954336,          0,    1572864
               36810,    4955418,    4955418,          0,    1572864
               36820,    4956500,    4956500,          0,    1572864
               36830,    4957582,    4957582,          0,    1572864
               36840,    4958664,    4958664,          0,    1572864
               36850,    4959746,    4959746,          0,    1572864
               36860,    4960828,    4960828,          0,    1572864
               36870,    4961910,    4961910,          0,    1572864
               36880,    4962991,    4962991,          0,    1572864
               36890,    4964072,    4964072,          0,    1572864
               36900,    4965153,    4965153,          0,    1572864
               36910,    4966234,    4966234,          0,    1572864
               36920,    4967315,    4967315,          0,    1572864
               36930,    4968396,    4968396,          0,    1572864
               36940,    4969477,    4969477,          0,    1572864
               36950,    4970557,    4970557,          0,    1572864
               36960,    4971637,    4971637,          0,    1572864
               36970,    4972717,    4972717,          0,    1572864
               36980,    4973797,    4973797,          0,    1572864
               36990,    4974877,    4974877,          0,    1572864
               37000,    4975957,    4975957,          0,    1572864
               37010,    4977037,    4977037,          0,    1572864
               37020,    4978116,    4978116,          0,    1572864
               37030,    4979195,    4979195,          0,    1572864
               37040,    4980274,    4980274,          0,    1572864
               37050,    4981353,    4981353,          0,    1572864
               37060,    4982432,    4982432,          0,    1572864
               37070,    4983511,    4983511,          0,    1572864
               37080,    4984590,    4984590,          0,    1572864
               37090,    4985668,    4985668,          0,    1572864
               37100,    4986746,    4986746,          0,    1572864
               37110,    4987824,    4987824,          0,    1572864
               37120,    4988902,    4988902,          0,    1572864
               37130,    4989980,    4989980,          0,    1572864
               37140,    4991058,    4991058,          0,    1572864
               37150,    4992135,    4992135,          0,    1572864
               37160,    4993212,    4993212,          0,    1572864
               37170,    4994289,    4994289,          0,    1572864
               37180,    4995366,    4995366,          0,    1572864
               37190,    4996443,    4996443,          0,    1572864
               37200,    4997520,    4997520,          0,    1572864
               37210,    4998597,    4998597,          0,    1572864
               37220,    4999673,    4999673,          0,    1572864
               37230,    5000749,    5000749,          0,    1572864
               37240,    5001825,    5001825,          0,    1572864
               37250,    5002901,    5002901,          0,    1572864
               37260,    5003977,    5003977,          0,    1572864
               37270,    5005053,    5005053,          0,    1572864
               37280,    5006129,    5006129,          0,    1572864
               37290,    5007204,    5007204,          0,    1572864
               37300,    5008279,    5008279,          0,    1572864
               37310,    5009354,    5009354,          0,    1572864
               37320,    5010429,    5010429,          0,    1572864
               37330,    5011504,    5011504,          0,    1572864
               37340,    5012579,    5012579,          0,    1572864
               37350,    5013654,    5013654,          0,    1572864
               37360,    5014728,    5014728,          0,    1572864
               37370,    5015802,    5015802,          0,    1572864
               37380,    5016876,    5016876,          0,    1572864
               37390,    5017950,    5017950,          0,    1572864
               37400,    5019024,    5019024,          0,    1572864
               37410,    5020098,    5020098,          0,    1572864
               37420,    5021172,    5021172,          0,    1572864
               37430,    5022245,    5022245,          0,    1572864
               37440,    5023318,    5023318,          0,    1572864
               37450,    5024391,    5024391,          0,    1572864
               37460,    5025464,    5025464,          0,    1572864
               37470,    5026537,    5026537,          0,    1572864
               37480,    5027610,    5027610,          0,    1572864
               37490,    5028683,    5028683,          0,    1572864
               37500,    5029755,    5029755,          0,    1572864
               37510,    5030827,    5030827,          0,    1572864
               37520,    5031899,    5031899,          0,    1572864
               37530,    5032971,    5032971,          0,    1572864
               37540,    5034043,    5034043,          0,    1572864
               37550,    5035115,    5035115,          0,    1572864
               37560,    5036187,    5036187,          0,    1572864
               37570,    5037258,    5037258,          0,    1572864
               37580,    5038329,    5038329,          0,    1572864
               37590,    5039400,    5039400,          0,    1572864
               37600,    5040471,    5040471,          0,    1572864
               37610,    5041542,    5041542,          0,    1572864
               37620,    5042613,    5042613,          0,    1572864
               37630,    5043684,    5043684,          0,    1572864
               37640,    5044754,    5044754,          0,    1572864
               37650,    5045824,    5045824,          0,    1572864
               37660,    5046894,    5046894,          0,    1572864
               37670,    5047964,    5047964,          0,    1572864
               37680,    5049034,    5049034,          0,    1572864
               37690,    5050104,    5050104,          0,    1572864
               37700,    5051174,    5051174,          0,    1572864
               37710,    5052243,    5052243,          0,    1572864
               37720,    5053312,    5053312,          0,    1572864
               37730,    5054381,    5054381,          0,    1572864
               37740,    5055450,    5055450,          0,    1572864
               37750,    5056519,    5056519,          0,    1572864
               37760,    5057588,    5057588,          0,    1572864
               37770,    5058657,    5058657,          0,    1572864
               37780,    5059725,    5059725,          0,    1572864
               37790,    5060793,    5060793,          0,    1572864
               37800,    5061861,    5061861,          0,    1572864
               37810,    5062929,    5062929,          0,    1572864
               37820,    5063997,    5063997,          0,    1572864
               37830,    5065065,    5065065,          0,    1572864
               37840,    5066133,    5066133,          0,    1572864
               37850,    5067200,    5067200,          0,    1572864
               37860,    5068267,    5068267,          0,    1572864
               37870,    5069334,    5069334,          0,    1572864
               37880,    5070401,    5070401,          0,    1572864
               37890,    5071468,    5071468,          0,    1572864
               37900,    5072535,    5072535,          0,    1572864
               37910,    5073602,    5073602,          0,    1572864
               37920,    5074668,    5074668,          0,    1572864
               37930,    5075734,    5075734,          0,    1572864
               37940,    5076800,    5076800,          0,    1572864
               37950,    5077866,    5077866,          0,    1572864
               37960,    5078932,    5078932,          0,    1572864
               37970,    5079998,    5079998,          0,    1572864
               37980,    5081064,    5081064,          0,    1572864
               37990,    5082129,    5082129,          0,    1572864
               38000,    5083194,    5083194,          0,    1572864
               38010,    5084259,    5084259,          0,    1572864
               38020,    5085324,    5085324,          0,    1572864
               38030,    5086389,    5086389,          0,    1572864
               38040,    5087454,    5087454,          0,    1572864
               38050,    5088518,    5088518,          0,    1572864
               38060,    5089582,    5089582,          0,    1572864
               38070,    5090646,    5090646,          0,    1572864
               38080,    5091710,    5091710,          0,    1572864
               38090,    5092774,    5092774,          0,    1572864
               38100,    5093838,    5093838,          0,    1572864
               38110,    5094902,    5094902,          0,    1572864
               38120,    5095965,    5095965,          0,    1572864
               38130,    5097028,    5097028,          0,    1572864
               38140,    5098091,    5098091,          0,    1572864
               38150,    5099154,    5099154,          0,    1572864
               38160,    5100217,    5100217,          0,    1572864
               38170,    5101280,    5101280,          0,    1572864
               38180,    5102343,    5102343,          0,    1572864
               38190,    5103405,    5103405,          0,    1572864
               38200,    5104467,    5104467,          0,    1572864
               38210,    5105529,    5105529,          0,    1572864
               38220,    5106591,    5106591,          0,    1572864
               38230,    5107653,    5107653,          0,    1572864
               38240,    5108715,    5108715,          0,    1572864
               38250,    5109777,    5109777,          0,    1572864
               38260,    5110838,    5110838,          0,    1572864
               38270,    5111899,    5111899,          0,    1572864
               38280,    5112960,    5112960,          0,    1572864
               38290,    5114021,    5114021,          0,    1572864
               38300,    5115082,    5115082,          0,    1572864
               38310,    5116143,    5116143,          0,    1572864
               38320,    5117204,    5117204,          0,    1572864
               38330,    5118264,    5118264,          0,    1572864
               38340,    5119324,    5119324,          0,    1572864
               38350,    5120384,    5120384,          0,    1572864
               38360,    5121444,    5121444,          0,    1572864
               38370,    5122504,    5122504,          0,    1572864
               38380,    5123564,    5123564,          0,    1572864
               38390,    5124624,    5124624,          0,    1572864
               38400,    5125683,    5125683,          0,    1572864
               38410,    5126742,    5126742,          0,    1572864
               38420,    5127801,    5127801,          0,    1572864
               38430,    5128860,    5128860,          0,    1572864
               38440,    5129919,    5129919,          0,    1572864
               38450,    5130978,    5130978,          0,    1572864
               38460,    5132037,    5132037,          0,    1572864
               38470,    5133095,    5133095,          0,    1572864
               38480,    5134153,    5134153,          0,    1572864
               38490,    5135211,    5135211,          0,    1572864
               38500,    5136269,    5136269,          0,    1572864
               38510,    5137327,    5137327,          0,    1572864
               38520,    5138385,    5138385,          0,    1572864
               38530,    5139443,    5139443,          0,    1572864
               38540,    5140500,    5140500,          0,    1572864
               38550,    5141557,    5141557,          0,    1572864
               38560,    5142614,    5142614,          0,    1572864
               38570,    5143671,    5143671,          0,    1572864
               38580,    5144728,    5144728,          0,    1572864
               38590,    5145785,    5145785,          0,    1572864
               38600,    5146842,    5146842,          0,    1572864
               38610,    5147898,    5147898,          0,    1572864
               38620,    5148954,    5148954,          0,    1572864
               38630,    5150010,    5150010,          0,    1572864
               38640,    5151066,    5151066,          0,    1572864
               38650,    5152122,    5152122,          0,    1572864
               38660,    5153178,    5153178,          0,    1572864
               38670,    5154234,    5154234,          0,    1572864
               38680,    5155289,    5155289,          0,    1572864
               38690,    5156344,    5156344,          0,    1572864
               38700,    5157399,    5157399,          0,    1572864
               38710,    5158454,    5158454,          0,    1572864
               38720,    5159509,    5159509,          0,    1572864
               38730,    5160564,    5160564,          0,    1572864
               38740,    5161619,    5161619,          0,    1572864
               38750,    5162674,    5162674,          0,    1572864
               38760,    5163728,    5163728,          0,    1572864
               38770,    5164782,    5164782,          0,    1572864
               38780,    5165836,    5165836,          0,    1572864
               38790,    5166890,    5166890,          0,    1572864
               38800,    5167944,    5167944,          0,    1572864
               38810,    5168998,    5168998,          0,    1572864
               38820,    5170052,    5170052,          0,    1572864
               38830,    5171105,    5171105,          0,    1572864
               38840,    5172158,    5172158,          0,    1572864
               38850,    5173211,    5173211,          0,    1572864
               38860,    5174264,    5174264,          0,    1572864
               38870,    5175317,    5175317,          0,    1572864
               38880,    5176370,    5176370,          0,    1572864
               38890,    5177423,    5177423,          0,    1572864
               38900,    5178475,    5178475,          0,    1572864
               38910,    5179527,    5179527,          0,    1572864
               38920,    5180579,    5180579,          0,    1572864
               38930,    5181631,    5181631,          0,    1572864
               38940,    5182683,    5182683,          0,    1572864
               38950,    5183735,    5183735,          0,    1572864
               38960,    5184787,    5184787,          0,    1572864
               38970,    5185838,    5185838,          0,    1572864
               38980,    5186889,    5186889,          0,    1572864
               38990,    5187940,    5187940,          0,    1572864
               39000,    5188991,    5188991,          0,    1572864
               39010,    5190042,    5190042,          0,    1572864
               39020,    5191093,    5191093,          0,    1572864
               39030,    5192144,    5192144,          0,    1572864
               39040,    5193194,    5193194,          0,    1572864
               39050,    5194244,    5194244,          0,    1572864
               39060,    5195294,    5195294,          0,    1572864
               39070,    5196344,    5196344,          0,    1572864
               39080,    5197394,    5197394,          0,    1572864
               39090,    5198444,    5198444,          0,    1572864
               39100,    5199494,    5199494,          0,    1572864
               39110,    5200543,    5200543,          0,    1572864
               39120,    5201592,    5201592,          0,    1572864
               39130,    5202641,    5202641,          0,    1572864
               39140,    5203690,    5203690,          0,    1572864
               39150,    5204739,    5204739,          0,    1572864
               39160,    5205788,    5205788,          0,    1572864
               39170,    5206837,    5206837,          0,    1572864
               39180,    5207885,    5207885,          0,    1572864
               39190,    5208933,    5208933,          0,    1572864
               39200,    5209981,    5209981,          0,    1572864
               39210,    5211029,    5211029,          0,    1572864
               39220,    5212077,    5212077,          0,    1572864
               39230,    5213125,    5213125,          0,    1572864
               39240,    5214173,    5214173,          0,    1572864
               39250,    5215220,    5215220,          0,    1572864
               39260,    5216267,    5216267,          0,    1572864
               39270,    5217314,    5217314,          0,    1572864
               39280,    5218361,    5218361,          0,    1572864
               39290,    5219408,    5219408,          0,    1572864
               39300,    5220455,    5220455,          0,    1572864
               39310,    5221502,    5221502,          0,    1572864
               39320,    5222548,    5222548,          0,    1572864
               39330,    5223594,    5223594,          0,    1572864
               39340,    5224640,    5224640,          0,    1572864
               39350,    5225686,    5225686,          0,    1572864
               39360,    5226732,    5226732,          0,    1572864
               39370,    5227778,    5227778,          0,    1572864
               39380,    5228824,    5228824,          0,    1572864
               39390,    5229869,    5229869,          0,    1572864
               39400,    5230914,    5230914,          0,    1572864
               39410,    5231959,    5231959,          0,    1572864
               39420,    5233004,    5233004,          0,    1572864
               39430,    5234049,    5234049,          0,    1572864
               39440,    5235094,    5235094,          0,    1572864
               39450,    5236139,    5236139,          0,    1572864
               39460,    5237183,    5237183,          0,    1572864
               39470,    5238227,    5238227,          0,    1572864
               39480,    5239271,    5239271,          0,    1572864
               39490,    5240315,    5240315,          0,    1572864
               39500,    5241359,    5241359,          0,    1572864
               39510,    5242403,    5242403,          0,    1572864
               39520,    5243447,    5243447,          0,    1572864
               39530,    5244490,    5244490,          0,    1572864
               39540,    5245533,    5245533,          0,    1572864
               39550,    5246576,    5246576,          0,    1572864
               39560,    5247619,    5247619,          0,    1572864
               39570,    5248662,    5248662,          0,    1572864
               39580,    5249705,    5249705,          0,    1572864
               39590,    5250748,    5250748,          0,    1572864
               39600,    5251790,    5251790,          0,    1572864
               39610,    5252832,    5252832,          0,    1572864
               39620,    5253874,    5253874,          0,    1572864
               39630,    5254916,    5254916,          0,    1572864
               39640,    5255958,    5255958,          0,    1572864
               39650,    5257000,    5257000,          0,    1572864
               39660,    5258042,    5258042,          0,    1572864
               39670,    5259084,    5259084,          0,    1572864
               39680,    5260125,    5260125,          0,    1572864
               39690,    5261166,    5261166,          0,    1572864
               39700,    5262207,    5262207,          0,    1572864
               39710,    5263248,    5263248,          0,    1572864
               39720,    5264289,    5264289,          0,    1572864
               39730,    5265330,    5265330,          0,    1572864
               39740,    5266371,    5266371,          0,    1572864
               39750,    5267411,    5267411,          0,    1572864
               39760,    5268451,    5268451,          0,    1572864
               39770,    5269491,    5269491,          0,    1572864
               39780,    5270531,    5270531,          0,    1572864
               39790,    5271571,    5271571,          0,    1572864
               39800,    5272611,    5272611,          0,    1572864
               39810,    5273651,    5273651,          0,    1572864
               39820,    5274690,    5274690,          0,    1572864
               39830,    5275729,    5275729,          0,    1572864
               39840,    5276768,    5276768,          0,    1572864
               39850,    5277807,    5277807,          0,    1572864
               39860,    5278846,    5278846,          0,    1572864
               39870,    5279885,    5279885,          0,    1572864
               39880,    5280924,    5280924,          0,    1572864
               39890,    5281962,    5281962,          0,    1572864
               39900,    5283000,    5283000,          0,    1572864
               39910,    5284038,    5284038,          0,    1572864
               39920,    5285076,    5285076,          0,    1572864
               39930,    5286114,    5286114,          0,    1572864
               39940,    5287152,    5287152,          0,    1572864
               39950,    5288190,    5288190,          0,    1572864
               39960,    5289227,    5289227,          0,    1572864
               39970,    5290264,    5290264,          0,    1572864
               39980,    5291301,    5291301,          0,    1572864
               39990,    5292338,    5292338,          0,    1572864
               40000,    5293375,    5293375,          0,    1572864
               40010,    5294412,    5294412,          0,    1572864
               40020,    5295449,    5295449,          0,    1572864
               40030,    5296485,    5296485,          0,    1572864
               40040,    5297521,    5297521,          0,    1572864
               40050,    5298557,    5298557,          0,    1572864
               40060,    5299593,    5299593,          0,    1572864
               40070,    5300629,    5300629,          0,    1572864
               40080,    5301665,    5301665,          0,    1572864
               40090,    5302701,    5302701,          0,    1572864
               40100,    5303736,    5303736,          0,    1572864
               40110,    5304771,    5304771,          0,    1572864
               40120,    5305806,    5305806,          0,    1572864
               40130,    5306841,    5306841,          0,    1572864
               40140,    5307876,    5307876,          0,    1572864
               40150,    5308911,    5308911,          0,    1572864
               40160,    5309946,    5309946,          0,    1572864
               40170,    5310981,    5310981,          0,    1572864
               40180,    5312015,    5312015,          0,    1572864
               40190,    5313049,    5313049,          0,    1572864
               40200,    5314083,    5314083,          0,    1572864
               40210,    5315117,    5315117,          0,    1572864
               40220,    5316151,    5316151,          0,    1572864
               40230,    5317185,    5317185,          0,    1572864
               40240,    5318219,    5318219,          0,    1572864
               40250,    5319252,    5319252,          0,    1572864
               40260,    5320285,    5320285,          0,    1572864
               40270,    5321318,    5321318,          0,    1572864
               40280,    5322351,    5322351,          0,    1572864
               40290,    5323384,    5323384,          0,    1572864
               40300,    5324417,    5324417,          0,    1572864
               40310,    5325450,    5325450,          0,    1572864
               40320,    5326482,    5326482,          0,    1572864
               40330,    5327514,    5327514,          0,    1572864
               40340,    5328546,    5328546,          0,    1572864
               40350,    5329578,    5329578,          0,    1572864
               40360,    5330610,    5330610,          0,    1572864
               40370,    5331642,    5331642,          0,    1572864
               40380,    5332674,    5332674,          0,    1572864
               40390,    5333705,    5333705,          0,    1572864
               40400,    5334736,    5334736,          0,    1572864
               40410,    5335767,    5335767,          0,    1572864
               40420,    5336798,    5336798,          0,    1572864
               40430,    5337829,    5337829,          0,    1572864
               40440,    5338860,    5338860,          0,    1572864
               40450,    5339891,    5339891,          0,    1572864
               40460,    5340921,    5340921,          0,    1572864
               40470,    5341951,    5341951,          0,    1572864
               40480,    5342981,    5342981,          0,    1572864
               40490,    5344011,    5344011,          0,    1572864
               40500,    5345041,    5345041,          0,    1572864
               40510,    5346071,    5346071,          0,    1572864
               40520,    5347101,    5347101,          0,    1572864
               40530,    5348131,    5348131,          0,    1572864
               40540,    5349160,    5349160,          0,    1572864
               40550,    5350189,    5350189,          0,    1572864
               40560,    5351218,    5351218,          0,    1572864
               40570,    5352247,    5352247,          0,    1572864
               40580,    5353276,    5353276,          0,    1572864
               40590,    5354305,    5354305,          0,    1572864
               40600,    5355334,    5355334,          0,    1572864
               40610,    5356362,    5356362,          0,    1572864
               40620,    5357390,    5357390,          0,    1572864
               40630,    5358418,    5358418,          0,    1572864
               40640,    5359446,    5359446,          0,    1572864
               40650,    5360474,    5360474,          0,    1572864
               40660,    5361502,    5361502,          0,    1572864
               40670,    5362530,    5362530,          0,    1572864
               40680,    5363557,    5363557,          0,    1572864
               40690,    5364584,    5364584,          0,    1572864
               40700,    5365611,    5365611,          0,    1572864
               40710,    5366638,    5366638,          0,    1572864
               40720,    5367665,    5367665,          0,    1572864
               40730,    5368692,    5368692,          0,    1572864
               40740,    5369719,    5369719,          0,    1572864
               40750,    5370745,    5370745,          0,    1572864
               40760,    5371771,    5371771,          0,    1572864
               40770,    5372797,    5372797,          0,    1572864
               40780,    5373823,    5373823,          0,    1572864
               40790,    5374849,    5374849,          0,    1572864
               40800,    5375875,    5375875,          0,    1572864
               40810,    5376901,    5376901,          0,    1572864
               40820,    5377926,    5377926,          0,    1572864
               40830,    5378951,    5378951,          0,    1572864
               40840,    5379976,    5379976,          0,    1572864
               40850,    5381001,    5381001,          0,    1572864
               40860,    5382026,    5382026,          0,    1572864
               40870,    5383051,    5383051,          0,    1572864
               40880,    5384076,    5384076,          0,    1572864
               40890,    5385101,    5385101,          0,    1572864
               40900,    5386125,    5386125,          0,    1572864
               40910,    5387149,    5387149,          0,    1572864
               40920,    5388173,    5388173,          0,    1572864
               40930,    5389197,    5389197,          0,    1572864
               40940,    5390221,    5390221,          0,    1572864
               40950,    5391245,    5391245,          0,    1572864
               40960,    5392269,    5392269,          0,    1572864
               40970,    5393292,    5393292,          0,    1572864
               40980,    5394315,    5394315,          0,    1572864
               40990,    5395338,    5395338,          0,    1572864
               41000,    5396361,    5396361,          0,    1572864
               41010,    5397384,    5397384,          0,    1572864
               41020,    5398407,    5398407,          0,    1572864
               41030,    5399430,    5399430,          0,    1572864
               41040,    5400452,    5400452,          0,    1572864
               41050,    5401474,    5401474,          0,    1572864
               41060,    5402496,    5402496,          0,    1572864
               41070,    5403518,    5403518,          0,    1572864
               41080,    5404540,    5404540,          0,    1572864
               41090,    5405562,    5405562,          0,    1572864
               41100,    5406584,    5406584,          0,    1572864
               41110,    5407605,    5407605,          0,    1572864
               41120,    5408626,    5408626,          0,    1572864
               41130,    5409647,    5409647,          0,    1572864
               41140,    5410668,    5410668,          0,    1572864
               41150,    5411689,    5411689,          0,    1572864
               41160,    5412710,    5412710,          0,    1572864
               41170,    5413731,    5413731,          0,    1572864
               41180,    5414752,    5414752,          0,    1572864
               41190,    5415772,    5415772,          0,    1572864
               41200,    5416792,    5416792,          0,    1572864
               41210,    5417812,    5417812,          0,    1572864
               41220,    5418832,    5418832,          0,    1572864
               41230,    5419852,    5419852,          0,    1572864
               41240,    5420872,    5420872,          0,    1572864
               41250,    5421892,    5421892,          0,    1572864
               41260,    5422911,    5422911,          0,    1572864
               41270,    5423930,    5423930,          0,    1572864
               41280,    5424949,    5424949,          0,    1572864
               41290,    5425968,    5425968,          0,    1572864
               41300,    5426987,    5426987,          0,    1572864
               41310,    5428006,    5428006,          0,    1572864
               41320,    5429025,    5429025,          0,    1572864
               41330,    5430043,    5430043,          0,    1572864
               41340,    5431061,    5431061,          0,    1572864
               41350,    5432079,    5432079,          0,    1572864
               41360,    5433097,    5433097,          0,    1572864
               41370,    5434115,    5434115,          0,    1572864
               41380,    5435133,    5435133,          0,    1572864
               41390,    5436151,    5436151,          0,    1572864
               41400,    5437169,    5437169,          0,    1572864
               41410,    5438186,    5438186,          0,    1572864
               41420,    5439203,    5439203,          0,    1572864
               41430,    5440220,    5440220,          0,    1572864
               41440,    5441237,    5441237,          0,    1572864
               41450,    5442254,    5442254,          0,    1572864
               41460,    5443271,    5443271,          0,    1572864
               41470,    5444288,    5444288,          0,    1572864
               41480,    5445304,    5445304,          0,    1572864
               41490,    5446320,    5446320,          0,    1572864
               41500,    5447336,    5447336,          0,    1572864
               41510,    5448352,    5448352,          0,    1572864
               41520,    5449368,    5449368,          0,    1572864
               41530,    5450384,    5450384,          0,    1572864
               41540,    5451400,    5451400,          0,    1572864
               41550,    5452415,    5452415,          0,    1572864
               41560,    5453430,    5453430,          0,    1572864
               41570,    5454445,    5454445,          0,    1572864
               41580,    5455460,    5455460,          0,    1572864
               41590,    5456475,    5456475,          0,    1572864
               41600,    5457490,    5457490,          0,    1572864
               41610,    5458505,    5458505,          0,    1572864
               41620,    5459519,    5459519,          0,    1572864
               41630,    5460533,    5460533,          0,    1572864
               41640,    5461547,    5461547,          0,    1572864
               41650,    5462561,    5462561,          0,    1572864
               41660,    5463575,    5463575,          0,    1572864
               41670,    5464589,    5464589,          0,    1572864
               41680,    5465603,    5465603,          0,    1572864
               41690,    5466617,    5466617,          0,    1572864
               41700,    5467630,    5467630,          0,    1572864
               41710,    5468643,    5468643,          0,    1572864
               41720,    5469656,    5469656,          0,    1572864
               41730,    5470669,    5470669,          0,    1572864
               41740,    5471682,    5471682,          0,    1572864
               41750,    5472695,    5472695,          0,    1572864
               41760,    5473708,    5473708,          0,    1572864
               41770,    5474720,    5474720,          0,    1572864
               41780,    5475732,    5475732,          0,    1572864
               41790,    5476744,    5476744,          0,    1572864
               41800,    5477756,    5477756,          0,    1572864
               41810,    5478768,    5478768,          0,    1572864
               41820,    5479780,    5479780,          0,    1572864
               41830,    5480792,    5480792,          0,    1572864
               41840,    5481803,    5481803,          0,    1572864
               41850,    5482814,    5482814,          0,    1572864
               41860,    5483825,    5483825,          0,    1572864
               41870,    5484836,    5484836,          0,    1572864
               41880,    5485847,    5485847,          0,    1572864
               41890,    5486858,    5486858,          0,    1572864
               41900,    5487869,    5487869,          0,    1572864
               41910,    5488880,    5488880,          0,    1572864
               41920,    5489890,    5489890,          0,    1572864
               41930,    5490900,    5490900,          0,    1572864
               41940,    5491910,    5491910,          0,    1572864
               41950,    5492920,    5492920,          0,    1572864
               41960,    5493930,    5493930,          0,    1572864
               41970,    5494940,    5494940,          0,    1572864
               41980,    5495950,    5495950,          0,    1572864
               41990,    5496959,    5496959,          0,    1572864
               42000,    5497968,    5497968,          0,    1572864
               42010,    5498977,    5498977,          0,    1572864
               42020,    5499986,    5499986,          0,    1572864
               42030,    5500995,    5500995,          0,    1572864
               42040,    5502004,    5502004,          0,    1572864
               42050,    5503013,    5503013,          0,    1572864
               42060,    5504021,    5504021,          0,    1572864
               42070,    5505029,    5505029,          0,    1572864
               42080,    5506037,    5506037,          0,    1572864
               42090,    5507045,    5507045,          0,    1572864
               42100,    5508053,    5508053,          0,    1572864
               42110,    5509061,    5509061,          0,    1572864
               42120,    5510069,    5510069,          0,    1572864
               42130,    5511077,    5511077,          0,    1572864
               42140,    5512084,    5512084,          0,    1572864
               42150,    5513091,    5513091,          0,    1572864
               42160,    5514098,    5514098,          0,    1572864
               42170,    5515105,    5515105,          0,    1572864
               42180,    5516112,    5516112,          0,    1572864
               42190,    5517119,    5517119,          0,    1572864
               42200,    5518126,    5518126,          0,    1572864
               42210,    5519132,    5519132,          0,    1572864
               42220,    5520138,    5520138,          0,    1572864
               42230,    5521144,    5521144,          0,    1572864
               42240,    5522150,    5522150,          0,    1572864
               42250,    5523156,    5523156,          0,    1572864
               42260,    5524162,    5524162,          0,    1572864
               42270,    5525168,    5525168,          0,    1572864
               42280,    5526174,    5526174,          0,    1572864
               42290,    5527179,    5527179,          0,    1572864
               42300,    5528184,    5528184,          0,    1572864
               42310,    5529189,    5529189,          0,    1572864
               42320,    5530194,    5530194,          0,    1572864
               42330,    5531199,    5531199,          0,    1572864
               42340,    5532204,    5532204,          0,    1572864
               42350,    5533209,    5533209,          0,    1572864
               42360,    5534213,    5534213,          0,    1572864
               42370,    5535217,    5535217,          0,    1572864
               42380,    5536221,    5536221,          0,    1572864
               42390,    5537225,    5537225,          0,    1572864
               42400,    5538229,    5538229,          0,    1572864
               42410,    5539233,    5539233,          0,    1572864
               42420,    5540237,    5540237,          0,    1572864
               42430,    5541240,    5541240,          0,    1572864
               42440,    5542243,    5542243,          0,    1572864
               42450,    5543246,    5543246,          0,    1572864
               42460,    5544249,    5544249,          0,    1572864
               42470,    5545252,    5545252,          0,    1572864
               42480,    5546255,    5546255,          0,    1572864
               42490,    5547258,    5547258,          0,    1572864
               42500,    5548261,    5548261,          0,    1572864
               42510,    5549263,    5549263,          0,    1572864
               42520,    5550265,    5550265,          0,    1572864
               42530,    5551267,    5551267,          0,    1572864
               42540,    5552269,    5552269,          0,    1572864
               42550,    5553271,    5553271,          0,    1572864
               42560,    5554273,    5554273,          0,    1572864
               42570,    5555275,    5555275,          0,    1572864
               42580,    5556276,    5556276,          0,    1572864
               42590,    5557277,    5557277,          0,    1572864
               42600,    5558278,    5558278,          0,    1572864
               42610,    5559279,    5559279,          0,    1572864
               42620,    5560280,    5560280,          0,    1572864
               42630,    5561281,    5561281,          0,    1572864
               42640,    5562282,    5562282,          0,    1572864
